date,TimeID,HUFL,HULL,MUFL,MULL,LUFL,LULL,OT
7/1/2016,11.5,5.322041671,2.603625024,1.98695832,0.898749987,3.312333336,1.496208345,21.07183337
7/2/2016,35.5,8.009500067,4.108208358,5.12741667,2.009124989,2.868291696,1.639749994,22.03920833
7/3/2016,59.5,10.4963334,4.995624999,7.176624974,2.542208329,3.326416681,1.879458338,26.62637504
7/4/2016,83.5,10.50187504,5.408583313,6.956124961,2.728833333,3.352999995,1.906208331,27.16266648
7/5/2016,107.5,11.36991664,5.377833347,7.711124996,2.682833354,3.545916637,2.014041662,30.10258317
7/6/2016,131.5,10.80049996,4.738874982,7.414916655,2.292083331,3.22483334,1.813624988,30.02066652
7/7/2016,155.5,11.80237508,4.853208323,8.617291748,2.465291644,3.101708353,1.672624975,31.20479147
7/8/2016,179.5,11.48145831,4.590999941,7.93475008,2.246083344,3.426749994,1.71966665,31.26924984
7/9/2016,203.5,11.84995846,4.532291671,8.291541656,2.130583314,3.394916674,1.714541644,30.36650006
7/10/2016,227.5,11.19674992,4.015958339,7.293499986,1.727875007,3.783250004,1.665208325,29.33170859
7/11/2016,251.5,10.44875002,3.432708308,6.908624987,1.408124983,3.39487502,1.383291662,31.64725002
7/12/2016,275.5,10.57158335,2.966499969,7.832458317,1.590083322,2.649874985,1.010208329,35.86229197
7/13/2016,299.5,12.27679165,3.759166668,8.580250005,1.831541642,3.585208376,1.276749988,36.03820817
7/14/2016,323.5,9.759666642,2.707166672,7.132249912,1.177166652,2.591583342,1.026750001,33.78700026
7/15/2016,347.5,9.885000009,2.704250013,6.59179163,0.997833325,3.210875029,1.203208335,29.07087517
7/16/2016,371.5,8.115791579,2.145999998,5.86466672,0.796458328,2.161291684,0.946791666,31.31908329
7/17/2016,395.5,9.262791673,2.372000019,6.828625023,1.088249991,2.403791676,0.964583335,34.46995846
7/18/2016,419.5,10.85629165,2.796208332,7.531875035,1.051250002,3.393791626,1.21958333,35.22037506
7/19/2016,443.5,9.820916673,2.517208333,7.275791685,1.116333347,2.405041665,0.953166661,32.37124984
7/20/2016,467.5,10.85900001,2.695750003,7.163250009,0.953499998,3.544666668,1.224708329,34.00691653
7/21/2016,491.5,12.32433335,3.491333301,9.284916579,1.714625002,2.98241666,1.064791669,35.68054183
7/22/2016,515.5,12.88816663,3.641958321,8.561041633,1.733791652,4.194458316,1.321041668,37.50975021
7/23/2016,539.5,12.60895836,3.262458334,8.848208388,1.384333322,3.670250018,1.133291667,38.50325044
7/24/2016,563.5,14.75224996,4.063458264,9.772208294,1.730791656,4.96875,1.428916653,40.56966702
7/25/2016,587.5,12.5084583,1.705291674,8.118333353,-0.173208344,4.245249977,1.24879166,41.28191678
7/26/2016,611.5,14.77187514,1.401125009,9.566333313,-0.907541665,5.068833361,1.387249986,40.4671669
7/27/2016,635.5,14.98116672,1.933916671,10.18216668,-0.110999999,4.57008333,1.262791678,39.97166681
7/28/2016,659.5,15.94683345,2.427999988,10.52420831,0.005875001,5.43566666,1.487458338,40.54337486
7/29/2016,683.5,15.06491673,2.793500011,10.24154164,0.66033333,4.811166694,1.365625004,40.71041679
7/30/2016,707.5,16.93766669,2.843791695,11.48220837,0.33895833,5.371000002,1.498875,41.43725014
7/31/2016,731.5,21.36700058,3.617000103,16.34600067,0.532999992,4.659999847,1.248999953,38.26900101
8/1/2016,755.5,15.76816662,2.653999984,11.35050007,0.490041666,4.304791689,1.256458327,36.06454166
8/2/2016,779.5,14.66304187,2.894083306,10.05933336,0.756541666,4.629791627,1.413916652,35.80662489
8/3/2016,803.5,7.649541666,2.040249993,5.118500034,0.775833343,2.594166656,0.882000002,31.69720817
8/4/2016,827.5,8.947499971,4.166916659,6.385958354,2.768708358,2.528166657,0.922583329,33.11295811
8/5/2016,851.5,10.82570835,4.948083311,8.127166668,3.395166675,2.613208334,1.038124998,34.15058279
8/6/2016,875.5,11.64333344,5.15474998,8.045708319,3.158208321,3.652583381,1.195500001,36.11741702
8/7/2016,899.5,11.300125,5.08754166,8.099125028,3.40108333,3.247791668,1.048249987,34.75729132
8/8/2016,923.5,12.98295832,5.358291696,9.413874984,3.467625002,3.483833303,1.158666655,34.44370794
8/9/2016,947.5,14.59329168,5.799249967,10.13054176,3.492833346,4.292125026,1.392166669,33.77533341
8/10/2016,971.5,14.07970838,5.612416635,10.15712506,3.584583342,3.797166675,1.255208341,32.16029191
8/11/2016,995.5,13.73108341,5.525750001,8.781499982,3.310708346,4.846791645,1.484958351,30.99383322
8/12/2016,1019.5,14.85841652,5.656916628,10.58037496,3.455791645,4.11833334,1.303375006,31.13154165
8/13/2016,1043.5,16.20912496,5.581499994,10.82637505,3.184874991,5.289708396,1.52791667,32.48270837
8/14/2016,1067.5,15.24916665,5.380708337,10.55679162,2.974583338,4.634833336,1.384624998,32.45049993
8/15/2016,1091.5,15.77929175,5.880291661,10.30812506,3.300291682,5.349291702,1.554750005,32.43870839
8/16/2016,1115.5,14.13279164,4.987166663,9.449250022,2.699125012,4.563750029,1.346458326,32.25391682
8/17/2016,1139.5,14.8165834,5.693166693,10.34666671,3.491333336,4.427958339,1.389541663,31.52429191
8/18/2016,1163.5,16.09750005,6.181666692,10.46208326,3.477833326,5.554958304,1.644708325,32.72900041
8/19/2016,1187.5,17.31991665,5.729499976,12.23291667,3.150708318,5.051083326,1.470791658,35.10904193
8/20/2016,1211.5,13.99604164,5.260749976,10.10083334,3.214541669,3.910125027,1.19295834,32.71437478
8/21/2016,1235.5,12.3467083,4.67474999,8.935500006,2.933166688,3.285708338,1.04324999,28.79533315
8/22/2016,1259.5,12.74287498,4.817083329,8.938583314,3.063375026,3.686916674,1.189166675,28.07433335
8/23/2016,1283.5,12.37737501,5.244041641,9.043750028,3.378875027,3.228666643,1.035624993,29.14408334
8/24/2016,1307.5,12.25729167,5.243916651,8.851166645,3.467583348,3.367083301,1.081208321,29.58683324
8/25/2016,1331.5,13.23133333,4.763916681,9.10133328,2.788041676,4.071208348,1.204458326,29.99712483
8/26/2016,1355.5,10.62474998,4.59087499,8.238208413,3.063375004,2.394916683,0.920125,26.07229177
8/27/2016,1379.5,10.86754165,4.540749977,7.608875036,2.878208319,3.10937501,1.205666669,25.24004149
8/28/2016,1403.5,8.138041576,3.935208331,5.675166667,2.54079169,2.319916646,0.961958329,25.43620825
8/29/2016,1427.5,8.57616669,4.317583332,6.021791736,2.822041661,2.410000006,1.045666665,25.75579159
8/30/2016,1451.5,11.12979164,5.140833328,7.940541665,3.349124978,3.113249992,1.186625001,26.55308326
8/31/2016,1475.5,13.79800034,4.622000217,12.36600018,3.055999994,1.85800004,0.822000027,25.04400063
9/1/2016,1499.5,11.11587501,4.48770837,7.626708409,2.595583354,3.39108333,1.345249996,27.59666657
9/2/2016,1523.5,10.2534583,4.917499959,7.474124988,3.118208339,2.736291662,1.193041665,27.57887498
9/3/2016,1547.5,11.32795833,5.416999996,7.785125037,3.509208351,3.474916667,1.364374993,28.19158339
9/4/2016,1571.5,9.246083339,4.2560833,6.82433331,2.842749983,2.421458329,1.027958333,26.8021667
9/5/2016,1595.5,9.608874877,5.054291666,7.121791701,3.400999993,2.364375005,1.048291668,26.20133368
9/6/2016,1619.5,8.361250024,4.027124971,5.64545837,2.599999989,2.728583366,1.093916662,22.50508332
9/7/2016,1643.5,7.624541601,4.085791667,5.590833346,2.676999981,1.955708325,0.899791658,21.55550003
9/8/2016,1667.5,8.958666662,4.48483333,5.884124994,2.786541676,2.977291678,1.197958335,24.39287496
9/9/2016,1691.5,9.898958346,4.599333306,7.503791571,2.931708321,2.306000004,1.049499998,26.19850008
9/10/2016,1715.5,9.578291655,4.696958343,7.160208285,3.093041683,2.281874975,1.035541661,26.02833335
9/11/2016,1739.5,10.74749992,4.40670834,7.613374958,2.650291652,2.977458323,1.170166664,23.96199989
9/12/2016,1763.5,8.330666622,4.063499967,6.046916644,2.759875017,2.086499994,0.978416661,23.24087501
9/13/2016,1787.5,10.05550005,4.07479165,7.426791628,2.685791671,2.47224999,0.854166662,25.21650012
9/14/2016,1811.5,8.609624962,4.392791639,6.53687497,2.949416652,2.034458319,0.922666661,22.90387487
9/15/2016,1835.5,7.73620832,3.40458335,4.949708323,1.976583324,2.601708338,0.913750003,19.23112516
9/16/2016,1859.5,5.528583338,2.743208319,3.587499976,1.670083344,1.805999979,0.724708329,17.23208316
9/17/2016,1883.5,7.403999964,3.667249997,5.373166601,2.30825002,1.950708345,0.873124997,22.84816654
9/18/2016,1907.5,9.324125052,4.498791685,6.369750023,2.853208343,2.840333357,1.119333329,24.56283339
9/19/2016,1931.5,8.048624933,3.851416667,6.063208282,2.561416671,1.954583327,0.857874997,23.24675012
9/20/2016,1955.5,9.078458289,3.999249985,6.049833328,2.410374999,2.854249979,1.126958343,23.35516659
9/21/2016,1979.5,9.198458373,3.653125013,7.152833253,2.220875012,1.959541659,0.878250003,22.71629151
9/22/2016,2003.5,8.70737495,3.488541682,5.80550005,1.915833329,2.799625039,1.077416676,22.17691692
9/23/2016,2027.5,8.372458319,3.74816667,6.302999943,2.357166658,1.950749993,0.832541669,22.47287496
9/24/2016,2051.5,10.192125,4.300750007,7.238833338,2.678374986,2.833958333,1.095166656,23.58383346
9/25/2016,2075.5,9.519458274,4.010499994,7.327583353,2.534916659,2.043249975,0.887166664,24.13783344
9/26/2016,2099.5,9.773499945,4.465333303,6.898333391,2.897624994,2.731166661,0.950583334,24.24929166
9/27/2016,2123.5,9.723249951,3.689541648,7.536458353,2.42066665,2.099125003,0.80204167,24.53341675
9/28/2016,2147.5,9.759499937,3.845791628,7.021124999,2.389750001,2.660166649,0.927666678,18.53341655
9/29/2016,2171.5,6.365916669,2.75999999,4.558874995,1.782666681,1.807374979,0.624333336,11.19974995
9/30/2016,2195.5,7.593958278,3.845875015,5.199875007,2.351125012,2.359208326,1.081333342,14.86095834
10/1/2016,2219.5,7.909250021,3.18991665,5.460458309,1.896749992,2.399958322,1.03558333,19.06695851
10/2/2016,2243.5,6.890541633,1.914500025,4.631416688,0.719541665,2.275541673,0.927666674,19.87016662
10/3/2016,2267.5,8.132583261,2.888458346,5.167333305,1.519083333,2.950791662,1.047041674,22.1945831
10/4/2016,2291.5,8.101750016,3.932416623,5.885416647,2.542166655,2.050958325,0.786916661,22.4817915
10/5/2016,2315.5,9.064541677,3.893333316,6.120791614,2.368958349,2.835166663,0.951791662,24.2316668
10/6/2016,2339.5,8.944583316,3.798249975,6.018833349,2.281708342,2.860666662,1.012833337,20.64979164
10/7/2016,2363.5,8.56779166,3.761958321,6.596166641,2.500749965,1.984874998,0.797124994,18.03224997
10/8/2016,2387.5,8.81629163,3.957541644,5.916666696,2.480000019,2.769208347,1.00000001,19.98433328
10/9/2016,2411.5,8.29158324,3.828916639,6.314874947,2.555541654,1.863083333,0.762624999,18.29608337
10/10/2016,2435.5,8.950125097,4.105291665,6.085458309,2.601416682,2.865708321,1.075041664,18.09674986
10/11/2016,2459.5,8.54824992,3.209374994,6.55020828,2.049166689,1.930375015,0.799583336,17.7538751
10/12/2016,2483.5,7.565874954,3.349000002,5.171666702,2.243249997,2.307291679,0.741124995,17.12358348
10/13/2016,2507.5,8.138083339,3.566708341,6.221458326,2.454916686,1.878291666,0.700499994,16.91841666
10/14/2016,2531.5,9.533541719,3.725708343,6.733916611,2.214916644,2.77683335,1.011541655,15.40591661
10/15/2016,2555.5,7.962249934,2.757374987,6.070500006,1.594708321,1.816125011,0.731041662,17.84462496
10/16/2016,2579.5,8.556708257,3.25120835,6.028958281,1.901208357,2.505208338,0.903624999,20.66733329
10/17/2016,2603.5,7.819999973,2.921916693,6.298458278,2.000333334,1.470916671,0.639708335,19.76166669
