date,TimeID,HUFL,HULL,MUFL,MULL,LUFL,LULL,OT
2016-07-01,11.5,38.487833182083335,11.668208361541666,36.09612504625,9.719333251,2.253083328375,0.15587500233333332,29.131479104583335
2016-07-02,35.5,32.04120866375,8.498916626,29.506291547916664,6.854374965000001,2.3867916714583335,0.21991666158333334,26.842687289583335
2016-07-03,59.5,35.2628332775,11.56341672,32.01287499958333,9.527166664166666,3.227708329791667,0.158583333125,29.900541941666663
2016-07-04,83.5,37.4756251975,12.115000009833333,34.88433345166667,10.139250020041667,2.632124995083333,0.10658333204166666,31.630895614166665
2016-07-05,107.5,38.121291319166666,11.717041651125001,35.1992914675,9.690249939583333,3.0604583324166668,0.10658333204166666,31.887270927916664
2016-07-06,131.5,40.87875000583333,12.411624987958334,37.56483316375,10.062083284,3.1029583415000004,0.319791669625,33.39783318875
2016-07-07,155.5,43.32541672375,12.861874858458334,40.34379180291666,10.351416607458333,2.9074582952916668,0.05154166620833334,38.76281261375
2016-07-08,179.5,46.32016627041667,14.673291604166666,44.3121248875,12.208916743000001,1.8572916586666668,0.0,41.26227092833333
2016-07-09,203.5,46.5436250375,15.7588750525,44.57345883041666,13.271124879166665,1.7472083367916669,0.05154166620833334,39.99879169458333
2016-07-10,227.5,45.67095836041667,16.554666837083335,43.13491662333333,13.91887502,2.3482500016250003,0.0,39.129062652083334
2016-07-11,251.5,45.37433306458333,16.268416722916665,43.723666509999994,13.981333295916665,1.4579999595833335,0.0,38.33256244625
2016-07-12,275.5,46.9729582475,16.505791624166665,44.70637512166667,13.952375014166668,1.8842499951666667,0.0,42.168583392083335
2016-07-13,299.5,46.78787485749999,15.947291811666666,44.701958179583336,13.485541741250001,1.779624983625,0.0532916685,40.77697896875
2016-07-14,323.5,45.85245863666666,15.315541585,43.82629172041666,12.966166655,2.0194166353333336,0.0,37.8014788625
2016-07-15,347.5,45.47908321916666,15.940291682916666,43.5258334475,13.508916695833333,1.98729166875,0.0,37.05072911458333
2016-07-16,371.5,35.74441679291667,11.465708415249999,33.681499878333334,9.699083269,2.1294583380833334,0.0,36.126042049166664
2016-07-17,395.5,44.64829174625,15.22483336875,42.51508347125,12.748416663,2.1397083402083332,0.0,39.550250212499996
2016-07-18,419.5,47.41979201666667,16.785166580833334,45.41337521958334,14.166750032916667,1.7959583252083335,0.0,41.11566654791667
2016-07-19,443.5,46.21904150583333,15.91245830125,44.07649993791667,13.353791635,2.0748750069999997,0.0,40.4474166225
